FECHA;PRECTOTCORR;ALLSKY_SFC_SW_DWN
20030329;0,04;20,48
20030330;4,36;22,16
20030331;1,18;18,74
20030401;0,39;23,97
20030402;0,3;23,86
20030403;0;22,68
20030404;0;22,39
20030405;0;24,13
20030406;0;21,73
20030407;0,36;22,32
20030408;2,54;19,17
20030409;0,12;20,2
20030410;0,17;20,4
20030411;0,07;20,68
20030412;0,99;20,48
20030413;1,3;7,97
20030414;11,11;16,93
20030415;5,66;13,65
20030416;29,09;16,72
20030417;15,65;22,06
20030418;4,59;19,16
20030419;1,52;19,71
20030420;10,83;22,2
20030421;5,24;8,5
20030422;2,43;17,32
20030423;3,22;12,97
20030424;3,81;16,91
20030425;0,76;13,99
20030426;0,42;16,64
20030427;0,1;19,66
20030428;0,07;24,03
20030429;0,08;20,63
20030430;0,46;22,55
20030501;0,06;25,43
20030502;0;24,74
20030503;0;24,09
20030504;0,02;20,33
20030505;0,06;14,92
20030506;0;22,29
20030507;0,08;21,04
20030508;0,17;15,16
20030509;1,7;17,47
20030510;1,34;18,26
20030511;0,23;19,25
20030512;0,17;16,85
20030513;0,35;18,25
20030514;0,22;20,39
20030515;0,13;21,09
20030516;0,05;18,05
20030517;0,02;23,72
20030518;0,12;18,96
20030519;0,35;11,91
20030520;3,17;17,37
20030521;0,82;22,03
20030522;1,32;17,07
20030523;10,84;14,77
20030524;0,68;19,97
20030525;0,01;21,41
20030526;0,11;21,73
20030527;0,62;24,21
20030528;0,14;23,12
20030529;0,11;21,17
20030530;0,25;19,19
20030531;0,49;17,6
20030601;0,73;20,01
20030602;8,61;17,79
20030603;7,71;7,2
20030604;1,51;7,64
20030605;0,12;19,85
20030606;0,15;14,87
20030607;0,18;12,16
20030608;0;22,64
20030609;0,48;20,29
20030610;0,73;15,72
20030611;0,11;18,46
20030612;10,14;13,7
20030613;1,79;13,93
20030614;0,12;18,16
20030615;1,26;17,83
20030616;0,43;19,67
20030617;2,95;17,23
20030618;1,79;8,34
20030619;4,34;14,5
20030620;0,22;20,58
20030621;0,04;16,95
20030622;1,24;9,97
20030623;0,19;21,82
20030624;0,67;21,99
20030625;0,41;22,71
20030626;4,61;13,76
20030627;0,22;25,28
20030628;0,11;24,87
20030629;0,42;20,25
20030630;2,74;20,19
20030701;33,48;16,37
20030702;5,19;21,81
20030703;0,18;22,65
20030704;0,34;18,42
20030705;1,32;20,57
20030706;0,13;24,76
20030707;3,04;17,85
20030708;1,01;21,53
20030709;1,7;22,79
20030710;2,51;19,2
20030711;2,88;14,63
20030712;2,2;18,91
20030713;1,88;20,14
20030714;0,04;21,38
20030715;0,85;21,8
20030716;9,79;21,25
20030717;5,06;18,68
20030718;0;23,05
20030719;0,12;21,92
20030720;0,49;22,4
20030721;0,32;22,26
20030722;0,65;23,57
20030723;4,84;22,14
20030724;2;21,35
20030725;2,14;20,26
20030726;2,42;18,6
20030727;7,22;20,7
20030728;1,75;21,5
20030729;0,86;22,39
20030730;0,55;21,64
20030731;4,07;19,74
20030801;2,89;21,36
20030802;4,59;21,68
20030803;0,77;10,15
20030804;0,4;23,33
20030805;0,02;22,98
20030806;0,1;25,01
20030807;0,01;25,3
20030808;0,26;16,63
20030809;0,75;18,68
20030810;2,02;24,65
20030811;0,1;21,68
20030812;0,12;18,7
20030813;0,29;19,2
20030814;0,05;20,29
20030815;0,07;19,62
20030816;3,42;16,58
20030817;0,9;21,69
20030818;0,69;22,31
20030819;0,5;21,01
20030820;0,7;22,43
20030821;0,78;21,94
20030822;0,22;21,61
20030823;0,09;25,24
20030824;2,03;19,51
20030825;0,66;21,9
20030826;0,86;24,69
20030827;0,18;23,05
20030828;0,25;21,76
20030829;1,44;22,34
20030830;0,2;17,25
20030831;0;21,99
20030901;1,09;22,95
20030902;0,13;22,75
20030903;0,22;21,9
20030904;0,62;20,75
20030905;2,41;13,21
20030906;0,16;22,85
20030907;0,24;24,69
20030908;1,04;20,63
20030909;16,55;21,05
20030910;6,97;18,8
20030911;3,01;13,87
20030912;4,91;22,63
20030913;2,78;21,7
20030914;0,44;24,43
20030915;0,88;22,25
20030916;0,99;21,65
20030917;1,01;22,71
20030918;7,9;17,73
20030919;3,74;14,87
20030920;1,23;19,1
20030921;9,47;18,75
20030922;9,91;22,07
20030923;21,8;16,48
20030924;5,93;18,24
20030925;6,08;17,88
20030926;2;21,03
20030927;5,2;19,74
20030928;5,76;21,9
20030929;0,62;23,09
20030930;0,7;15,84
20031001;0,42;15,27
20031002;3,83;17,27
20031003;6,47;13,36
20031004;5,57;20,78
20031005;5,02;19,16
20031006;1,05;18,15
20031007;1,63;20,33
20031008;5,84;12,34
20031009;15,88;19,22
20031010;6,04;19,28
20031011;4,01;14,91
20031012;0,59;19,2
20031013;3,81;20,65
20031014;17,6;21,84
20031015;9,66;16,65
20031016;0,49;9,9
20031017;0,17;22,14
20031018;0,06;20,33
20031019;25,9;17,43
20031020;12,13;11,92
20031021;0,63;10,24
20031022;0,37;20,25
20031023;0,86;17,6
20031024;0,6;18,74
20031025;1,17;15,58
20031026;0,23;21,68
20031027;2,44;21,03
20031028;2,5;18,86
20031029;1,8;19,57
20031030;5,35;20,13
20031031;0,98;22,19
20031101;0,51;14,59
20031102;0,44;19,61
20031103;1,49;13,46
20031104;0,48;16,6
20031105;0,25;20,6
20031106;0,18;19,99
20031107;1,26;9,8
20031108;6,35;18,28
20031109;11,24;17,86
20031110;4,6;18,49
20031111;6,73;15,51
20031112;3,19;15,21
20031113;9,89;15,17
20031114;1,99;17,1
20031115;3,89;15,87
20031116;0,79;19,35
20031117;0,11;19,63
20031118;0,54;17,92
20031119;0,59;18,71
20031120;0,47;19,62
20031121;2,51;16,31
20031122;0,74;15,81
20031123;4,65;12,78
20031124;1,39;15,46
20031125;3,25;13,53
20031126;0,42;17,83
20031127;0,14;18,23
20031128;3,9;17,88
20031129;11,64;12,37
20031130;11,45;13,36
20031201;2,25;18,65
20031202;1,63;11,31
20031203;22,03;9,36
20031204;6,96;16,65
20031205;0,16;17,89
20031206;0,5;10,86
20031207;4,18;15,28
20031208;1,55;13,33
20031209;0,04;18,37
20031210;0;19,42
20031211;0;15,81
20031212;0,39;17,09
20031213;1,67;16,05
20031214;0,04;19,58
20031215;0;20,3
20031216;0;20,14
20031217;0,02;19,79
20031218;0,16;19,9
20031219;0;18,08
20031220;1,58;15,8
20031221;1,92;16,99
20031222;0,99;17,88
20031223;0,05;18,13
20031224;0;19,01
20031225;3,35;18,54
20031226;1,4;16,03
20031227;0,23;19,88
20031228;0,41;14,83
20031229;0,99;17,21
20031230;0,12;16,77
20031231;0,18;19,36
20040101;2,14;14,06
20040102;0,2;18,19
20040103;0,06;20,25
20040104;0,29;21,62
20040105;0,23;16,98
20040106;0,06;15,44
20040107;0,04;15,33
20040108;0,06;17,88
20040109;0,01;16,92
20040110;0;17,42
20040111;0,01;13,17
20040112;0,33;15,76
20040113;0,25;20,23
20040114;0,25;20,37
20040115;0,12;19,26
20040116;0,05;18,54
20040117;0,04;18,98
20040118;0;20,12
20040119;0;21,17
20040120;0,04;20,81
20040121;2,48;22,41
20040122;0,31;21,57
20040123;0,1;20,27
20040124;0,03;21,26
20040125;0,07;20,33
20040126;0,06;21,42
20040127;0,05;21,31
20040128;0;21,15
20040129;0,02;23,66
20040130;0,02;22,69
20040131;0,02;22,74
20040201;0,02;23,06
20040202;0;22,47
20040203;1,38;19,79
20040204;0,03;24,75
20040205;0,24;20,86
20040206;0,01;22,47
20040207;0,07;22,48
20040208;0,1;24,49
20040209;0,05;23,32
20040210;0,03;23,09
20040211;0,02;22,88
20040212;0,08;23,44
20040213;0,02;21,91
20040214;0;20,82
20040215;0,03;23,72
20040216;0,06;24,11
20040217;0,02;22,87
20040218;0;19,81
20040219;0,07;19,9
20040220;0,14;19,59
20040221;0,01;20,2
20040222;0;21,09
20040223;0;21,61
20040224;0,01;21,73
20040225;0,1;22,15
20040226;0,02;23,19
20040227;0,08;23,09
20040228;0,15;16,96
20040229;2,02;12,04
20040301;0,57;22,25
20040302;0,28;23,72
20040303;1,62;23,48
20040304;0,83;24,71
20040305;13,54;21,49
20040306;11,52;21,06
20040307;0,67;22,65
20040308;0;15,99
20040309;0,13;21,75
20040310;0,2;18,8
20040311;0,01;20,68
20040312;0;22,46
20040313;0;22,69
20040314;0,06;22,85
20040315;0;21,83
20040316;0;23,11
20040317;0,07;23,55
20040318;0,11;23,13
20040319;0,07;24,6
20040320;0,01;24,5
20040321;0,11;22,38
20040322;0,16;23,11
20040323;0,06;21,64
20040324;0;17,45
20040325;0,01;21,99
20040326;1,16;21,39
20040327;7,04;22,47
20040328;1,06;25,26
20040329;0,66;21,95
20040330;0,17;22,44
20040331;6,12;23,91
20040401;0,66;20,62
20040402;0,02;15,34
20040403;1,02;11,79
20040404;0,5;10,48
20040405;0,08;20,14
20040406;0,14;22,86
20040407;0,01;21,43
20040408;0,02;23,93
20040409;1,78;22,57
20040410;1,02;19,44
20040411;2,59;16,55
20040412;0,06;17,71
20040413;0,07;13,88
20040414;0,14;20,57
20040415;0,48;20,26
20040416;0,43;25,15
20040417;0,64;22,57
20040418;0,16;17,91
20040419;4,48;16,26
20040420;1,24;12,37
20040421;12,51;22,39
20040422;19,99;18,1
20040423;9;5,71
20040424;1,68;14,4
20040425;0,25;17,45
20040426;0,05;20,45
20040427;2,08;17,06
20040428;0,64;22,37
20040429;0,12;23,52
20040430;3,07;22,73
20040501;4,93;13,83
20040502;0,45;17,27
20040503;1,07;16,94
20040504;0,48;18,95
20040505;0,23;21,49
20040506;0,07;21,78
20040507;0,35;21,49
20040508;0,13;20,15
20040509;0,13;18,99
20040510;0,89;22,34
20040511;0,21;20,31
20040512;0,03;20,91
20040513;1,69;15,85
20040514;0,29;24,04
20040515;6,2;20,22
20040516;1,38;18,61
20040517;0,44;11,57
20040518;0,41;13,39
20040519;19,02;11,63
20040520;17,22;10,62
20040521;10,66;18,81
20040522;7,39;19,34
20040523;2,77;21,99
20040524;8,62;12,39
20040525;2,19;19,69
20040526;0;22,88
20040527;0,26;24,21
20040528;2,67;13,07
20040529;1,28;21,05
20040530;0,83;19,05
20040531;0,03;22,74
20040601;5,48;15,42
20040602;0,45;17,46
20040603;0;21,62
20040604;0,74;20,69
20040605;2,97;17,22
20040606;0,02;11,21
20040607;0;23,91
20040608;3,32;21,09
20040609;0,2;15,55
20040610;0,01;23,21
20040611;0;23,79
20040612;0;22,12
20040613;2,92;16,18
20040614;0,47;23,02
20040615;0;14,75
20040616;1,79;22,52
20040617;0,09;19,37
20040618;0;21,42
20040619;0,11;20,15
20040620;0,2;18,92
20040621;0,02;14,58
20040622;0;22,36
20040623;0;19,1
20040624;0,05;23,97
20040625;0,48;24,49
20040626;0,25;25,05
20040627;0,13;21,57
20040628;0,24;19,6
20040629;0,01;22,59
20040630;0;22,25
20040701;0,6;21,7
20040702;0,06;18,3
20040703;0,21;23,7
20040704;2,88;14,1
20040705;0,71;16,87
20040706;0,4;21,54
20040707;0,41;18,03
20040708;0,88;17,59
20040709;0,12;19,05
20040710;0,01;17,49
20040711;0,69;19,08
20040712;0,06;22,3
20040713;0;24,72
20040714;0,99;23,66
20040715;0,58;20,19
20040716;0,49;19,01
20040717;0,33;21,44
20040718;7,89;22,08
20040719;1,3;20,7
20040720;0,09;14,38
20040721;6,07;18,96
20040722;3,45;21,76
20040723;4,33;23,53
20040724;0,13;22,71
20040725;0,41;21,94
20040726;0,44;18,38
20040727;1,24;20,82
20040728;2,67;17,86
20040729;0,69;19,08
20040730;0,1;22,23
20040731;0;25,21
20040801;0,07;25,5
20040802;1,14;23,28
20040803;0,02;22,16
20040804;0,35;22,62
20040805;21,4;16,05
20040806;7,85;22,11
20040807;0,5;23,73
20040808;0,64;20,41
20040809;0,05;25,58
20040810;0,27;19,25
20040811;5,07;24,13
20040812;0,21;25,31
20040813;5,93;22,88
20040814;0,11;24,61
20040815;0,1;22,49
20040816;0,46;18,74
20040817;0,11;23,18
20040818;0,13;19,61
20040819;0,45;21,07
20040820;0,26;17,92
20040821;3,71;17,67
20040822;0,04;25,42
20040823;0;24,87
20040824;2,46;22,96
20040825;0,41;20,85
20040826;4,09;19,59
20040827;0,75;21,81
20040828;0,75;22,85
20040829;0,43;15,12
20040830;5,53;21,03
20040831;3,99;21,6
20040901;0,47;23,51
20040902;0,09;24,36
20040903;0,07;22,98
20040904;0,41;17,13
20040905;0,1;12,35
20040906;0;16,98
20040907;2,6;19,71
20040908;16,94;19,19
20040909;4,21;22
20040910;7,23;19,87
20040911;3,26;21,06
20040912;0,62;19,99
20040913;0,48;23,47
20040914;4,71;21,16
20040915;8,48;14,36
20040916;5,36;23,21
20040917;2,84;22,66
20040918;1,32;21,45
20040919;2,42;19,34
20040920;2,11;22,56
20040921;0,49;18,18
20040922;0,18;20,72
20040923;0;22,83
20040924;0,08;16,66
20040925;6,91;16
20040926;2,21;14,52
20040927;3,86;15,25
20040928;1,57;22,31
20040929;1,37;17,32
20040930;0,7;16,23
20041001;0,44;18,17
20041002;0,09;23,52
20041003;0,1;21,61
20041004;0,71;15,64
20041005;0,19;15,92
20041006;0,36;15,91
20041007;2,45;18,33
20041008;4,51;13,44
20041009;4,22;15,51
20041010;0,99;20,22
20041011;0,02;14,15
20041012;0,14;15,16
20041013;0,76;19,22
20041014;0,11;20,89
20041015;0,03;21,96
20041016;5,77;21,91
20041017;2,16;21,46
20041018;0,34;20,69
20041019;2,31;18,73
20041020;74,65;17,36
20041021;37,99;18
20041022;5,76;15,91
20041023;4,55;17,21
20041024;2,74;19,75
20041025;1,31;16,86
20041026;3,57;18,46
20041027;6,68;16,38
20041028;1,58;19,66
20041029;1,34;19,2
20041030;2,96;15,92
20041031;0,93;15,28
20041101;0,32;18,22
20041102;0,96;18,16
20041103;5,22;15,72
20041104;0,62;16,64
20041105;0,22;20,58
20041106;0,69;17,7
20041107;0,58;17,25
20041108;8,12;16,66
20041109;4,67;9,41
20041110;3,84;15,27
20041111;13,41;12,09
20041112;5,72;20,76
20041113;0,21;19,45
20041114;0,23;17,94
20041115;18,89;12
20041116;5,28;10,65
20041117;3,93;16,4
20041118;8,47;9,22
20041119;0,54;15,44
20041120;0;18,09
20041121;0,08;19,35
20041122;0,5;19,6
20041123;0,24;17,01
20041124;0,18;16,98
20041125;8,42;17,78
20041126;10,52;17,84
20041127;0,91;19,41
20041128;1,59;22,14
20041129;1,97;9,7
20041130;1,73;18,41
20041201;1,01;19,31
20041202;0,11;19,85
20041203;0,07;18,5
20041204;0,01;17,51
20041205;0,41;18,4
20041206;0,78;17,67
20041207;0,33;17,82
20041208;0,06;18,59
20041209;0,01;20,32
20041210;0;21,46
20041211;0,01;17,98
20041212;4,45;16,41
20041213;1,46;19,06
20041214;0,17;19,98
20041215;0,59;18,15
20041216;0,32;18,9
20041217;0,51;20,17
20041218;0,09;18,55
20041219;0;19,28
20041220;0,24;17,78
20041221;0,11;17,92
20041222;0;18,04
20041223;0,01;19,92
20041224;0,02;20,95
20041225;1,91;21,35
20041226;0,05;21,04
20041227;0,04;21,24
20041228;0,2;18,08
20041229;0,24;18,95
20041230;0,11;20,34
20041231;0,04;18,68
20050101;0,62;20,9
20050102;0,72;20,16
20050103;0,14;16,37
20050104;0,05;17,91
20050105;10,03;15,08
20050106;0,17;13,75
20050107;0,82;16,29
20050108;0,87;16,91
20050109;0,38;15,14
20050110;0,18;15,2
20050111;0,22;14,21
20050112;0,18;17,76
20050113;0,16;18,89
20050114;1,5;19,01
20050115;0,92;18,96
20050116;0,1;18,51
20050117;0,11;20,46
20050118;0,19;22,2
20050119;0;22,5
20050120;0,16;21,6
20050121;0,38;20,35
20050122;0,11;18,11
20050123;0;19,06
20050124;0,93;15,2
20050125;0,14;15,79
20050126;0;18,51
20050127;0;20,8
20050128;0,37;21
20050129;0,9;22,92
20050130;1,43;21,43
20050131;0,11;22,09
20050201;0;23,51
20050202;0,25;21,02
20050203;0,73;12,9
20050204;0,18;17,55
20050205;0;18,79
20050206;3,58;14,49
20050207;1,22;16,98
20050208;0,97;15,87
20050209;0,16;14,36
20050210;1,31;10,06
20050211;1,58;14,13
20050212;3,37;11,76
20050213;0,75;18,49
20050214;10,91;19,92
20050215;2,23;22,42
20050216;0;22,89
20050217;0;23,35
20050218;0,06;23,09
20050219;0,54;18,07
20050220;2,79;24,36
20050221;3,16;14,15
20050222;0,03;25,35
20050223;0,03;25,21
20050224;0;22,91
20050225;0;23,28
20050226;0,01;23,47
20050227;1,36;20,72
20050228;0,03;22,74
20050301;0,16;23,19
20050302;0,23;21,05
20050303;0,2;20,67
20050304;0,01;22,11
20050305;0;21,64
20050306;0;22,61
20050307;0,06;24,06
20050308;0,01;22,9
20050309;0;25,38
20050310;0;23,51
20050311;0;24,19
20050312;0,01;23,08
20050313;0,04;22,86
20050314;0;25,89
20050315;0;25,43
20050316;0;22,63
20050317;0;24,03
20050318;0;24,36
20050319;0,06;24,19
20050320;0,01;22,62
20050321;0;21,14
20050322;0,03;25,32
20050323;0;24,08
20050324;0;22,76
20050325;4,13;20,12
20050326;0,16;24,69
20050327;1,55;25,05
20050328;0,11;23,6
20050329;0;24,37
20050330;0;21,78
20050331;0;24,7
20050401;0,69;23,16
20050402;1,53;22,77
20050403;2,12;16,23
20050404;0,07;18,25
20050405;0,01;15,94
20050406;0;16,69
20050407;0;21,81
20050408;0,24;16,91
20050409;0,85;16,82
20050410;2,64;21,43
20050411;0,21;18,88
20050412;0,08;15,71
20050413;0,07;20,77
20050414;0,7;21,37
20050415;0,02;18,75
20050416;0,12;21,76
20050417;0,02;20,87
20050418;0,18;23,05
20050419;0,15;17,52
20050420;2,38;16,71
20050421;2,55;16,61
20050422;4,67;15,85
20050423;0,91;16,75
20050424;2,82;18,06
20050425;14,17;16,85
20050426;2,38;19,85
20050427;0,1;23,29
20050428;10,38;21,56
20050429;0,27;25,21
20050430;0,44;20,4
20050501;1,95;18,02
20050502;7;13,29
20050503;21,48;12,9
20050504;1,36;14,45
20050505;8,78;20,1
20050506;2,66;20,96
20050507;0,47;22,98
20050508;0,33;21,03
20050509;0,35;14,6
20050510;0,49;13,17
20050511;0,3;20,94
20050512;0,02;16,92
20050513;1,08;20,68
20050514;13,26;14,07
20050515;6,93;11,11
20050516;0,11;16,96
20050517;15,42;4,49
20050518;19,96;22,1
20050519;2,87;5,31
20050520;0,39;23,34
20050521;12,06;16,58
20050522;2,62;24,71
20050523;0,82;22,01
20050524;0,34;19,62
20050525;0,81;22,99
20050526;0,35;22,99
20050527;1,1;20,22
20050528;1,85;17,71
20050529;0,17;24,54
20050530;0,53;23,68
20050531;15,17;23,53
20050601;1,2;21,54
20050602;0,19;23,42
20050603;0,12;23,6
20050604;0,37;24,29
20050605;0,73;18,45
20050606;2,65;4,88
20050607;1,02;18,07
20050608;0,27;19,46
20050609;1,39;21,09
20050610;0,99;23,8
20050611;1,53;19,96
20050612;0,97;15,81
20050613;0,2;18,63
20050614;0,13;19,19
20050615;1,48;16,48
20050616;0,67;23,77
20050617;6;24,57
20050618;3,1;23,57
20050619;0,09;23,26
20050620;0,92;17,76
20050621;0,37;21,74
20050622;9,97;16,72
20050623;7,12;20,78
20050624;0,63;21,09
20050625;4,28;23,11
20050626;0,65;23,61
20050627;0;24,72
20050628;0,33;23,17
20050629;0,15;22,49
20050630;0,53;11,74
20050701;0,09;21,51
20050702;0,8;22,45
20050703;0,25;25,22
20050704;0,09;23,33
20050705;1,75;19,19
20050706;0,14;19,62
20050707;0,12;21,73
20050708;4,16;20,52
20050709;10,06;23,31
20050710;1,69;22,62
20050711;26,6;19,42
20050712;5,37;20,36
20050713;1,09;19,97
20050714;4,7;18,46
20050715;1,42;21,75
20050716;2,38;21,88
20050717;0,09;24,84
20050718;0,72;22,65
20050719;0,29;13,28
20050720;3,69;19,18
20050721;0,54;23,45
20050722;1,45;24,04
20050723;0,39;18,49
20050724;0,3;21,17
20050725;0,04;22,66
20050726;0,16;23,39
20050727;0,2;22,42
20050728;0,08;25,09
20050729;0,07;25,7
20050730;0,1;19,95
20050731;0,35;21,48
20050801;11,52;18,85
20050802;8,45;21,79
20050803;0,31;23,13
20050804;0,38;24,77
20050805;0,21;19,6
20050806;0,11;19,12
20050807;0,16;17,59
20050808;10,04;21,88
20050809;3,52;20,95
20050810;52,62;21,31
20050811;21,72;21,11
20050812;0,01;16,91
20050813;0,21;16,15
20050814;4,97;15,52
20050815;1,36;22,14
20050816;0,78;10,82
20050817;0,35;10,09
20050818;0,02;16,31
20050819;1,71;22,64
20050820;0,04;25,7
20050821;0;23,79
20050822;0,32;20,4
20050823;0,21;22,48
20050824;0,1;18,69
20050825;0,1;20,98
20050826;0,9;21,65
20050827;9,48;23,12
20050828;2,7;18,2
20050829;0,21;19,06
20050830;3,35;18,74
20050831;0,14;24,22
20050901;0,22;24,21
20050902;32,24;24,78
20050903;23,91;18,74
20050904;1,72;25,28
20050905;0,32;24,83
20050906;0,35;20,32
20050907;0,14;23,87
20050908;0,07;25,44
20050909;0,1;23,65
20050910;0,04;24,46
20050911;0,45;22,18
20050912;0,2;18,87
20050913;0,56;21,23
20050914;1,79;23,4
20050915;1,02;19,72
20050916;10,11;21,24
20050917;1,22;21,63
20050918;0,06;20,41
20050919;0;22,45
20050920;11,82;10,38
20050921;6,28;12,99
20050922;24,82;20,67
20050923;9,81;17,07
20050924;3,31;15,87
20050925;2,25;18,08
20050926;0,04;21,87
20050927;21,13;19,31
20050928;3,09;22,8
20050929;2,68;18,54
20050930;0,86;23,66
20051001;12,48;22,76
20051002;6,32;14,24
20051003;1,33;21,63
20051004;4,01;12,88
20051005;1,17;21,5
20051006;0;18,8
20051007;0,47;20,75
20051008;1,94;17,22
20051009;7,58;5,69
20051010;9,9;18,11
20051011;1,55;20,1
20051012;0,03;18,41
20051013;0,04;18,77
20051014;0,01;18,29
20051015;4,78;16,53
20051016;5,59;20,81
20051017;15,09;21,36
20051018;2,66;19,98
20051019;29,54;21,77
20051020;5,85;22,31
20051021;0,43;20,19
20051022;0,66;18,68
20051023;3,68;12,59
20051024;46,6;12,21
20051025;13,12;19,43
20051026;0,62;19,73
20051027;7,09;17,49
20051028;14,3;15,16
20051029;9,43;18,35
20051030;0,9;18,85
20051031;1,73;19,83
20051101;0,61;19,56
20051102;0,26;17,12
20051103;0,29;19,27
20051104;0,13;18,88
20051105;0,52;21,05
20051106;0,12;18,21
20051107;12,33;18,96
20051108;4,35;18,02
20051109;1,1;16,81
20051110;0,45;14,96
20051111;0,34;11,05
20051112;8,56;14,61
20051113;1,18;16,4
20051114;8,66;15,03
20051115;3,22;17,89
20051116;4,89;9,45
20051117;5,93;11,25
20051118;2,24;19,03
20051119;7,8;17,91
20051120;2,52;15,91
20051121;36,73;17,5
20051122;20,09;11,49
20051123;3,28;9,23
20051124;4,21;18,37
20051125;1,46;20,87
20051126;0,34;20,39
20051127;0,48;21,27
20051128;0,11;20,41
20051129;0,17;21,52
20051130;0,19;20,03
20051201;0,01;21,25
20051202;0,01;21,06
20051203;0,15;20,27
20051204;6,95;18,15
20051205;1,92;17,18
20051206;0,83;18,96
20051207;1,19;19,93
20051208;1,19;19,67
20051209;0,14;13,39
20051210;0,04;19,26
20051211;0;18,3
20051212;0,43;16,25
20051213;0,02;20,99
20051214;0,3;22,04
20051215;0,17;18,18
20051216;0;20,22
20051217;3,75;20,92
20051218;0,1;20,92
20051219;0,05;21,78
20051220;0,03;20,75
20051221;0;19,81
20051222;0;20,59
20051223;0,22;20,39
20051224;0,26;19,84
20051225;0,11;16,53
20051226;0,03;20,38
20051227;0,01;16,3
20051228;0;21,95
20051229;0,01;21,16
20051230;0,38;20,84
20051231;0,3;15,01
20060101;0,17;20,79
20060102;1,42;20,19
